imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
tt0083914,4.7,173,5.0,5.0,14,2,8,12,24,35,36,15,17,10,,,6.3,3.0,4.6,39.0,4.7,95.0,4.7,129.0,,,7.0,2.0,4.6,38.0,4.7,87.0,5.1,5.0,,,5.0,1.0,,,5.0,4.0,4.3,29.0,5.1,62.0,4.6,69.0
tt0083916,5.9,110,6.2,6.0,12,2,15,18,29,14,6,7,4,3,,,4.5,4.0,5.3,24.0,6.2,60.0,5.8,78.0,,,2.0,2.0,5.2,21.0,6.2,54.0,5.3,9.0,,,7.0,2.0,7.7,3.0,6.8,4.0,4.8,12.0,5.5,42.0,6.0,41.0
tt0083922,8.1,56257,8.0,8.0,14961,10986,13052,8035,3556,1870,972,645,524,1656,9.3,27.0,8.2,8853.0,8.0,23127.0,8.1,11995.0,8.1,36941.0,9.2,20.0,8.2,6945.0,8.0,18985.0,8.1,9832.0,8.1,8022.0,9.5,5.0,8.2,1808.0,8.0,3912.0,8.2,2019.0,7.3,471.0,8.2,9457.0,8.0,29993.0
tt0083925,7.2,990,7.2,7.0,78,102,256,294,170,44,16,11,10,9,,,7.3,23.0,7.1,302.0,7.2,457.0,7.2,706.0,,,7.3,18.0,7.1,268.0,7.2,409.0,7.2,82.0,,,7.0,5.0,7.4,32.0,7.3,43.0,6.1,66.0,6.9,42.0,7.2,710.0
tt0083926,5.6,100,5.9,6.0,8,1,9,23,21,14,13,4,1,6,,,10.0,1.0,4.7,13.0,5.7,62.0,5.5,69.0,,,,,4.9,11.0,5.6,57.0,4.7,7.0,,,10.0,1.0,1.0,1.0,8.0,5.0,5.1,15.0,4.7,13.0,5.6,60.0
tt0083929,7.2,90936,7.3,7.0,9401,9423,21867,27211,13506,5132,1970,1000,622,804,8.4,22.0,7.1,11622.0,7.1,38317.0,7.4,19127.0,7.2,59271.0,8.5,14.0,7.1,8998.0,7.1,32030.0,7.4,16045.0,7.0,11747.0,7.8,6.0,6.9,2480.0,6.9,5916.0,7.3,2818.0,6.7,584.0,7.4,36863.0,6.8,26120.0
tt0083930,6.5,589,6.5,7.0,41,31,82,153,154,68,28,13,6,13,,,6.6,14.0,6.5,129.0,6.5,305.0,6.5,426.0,,,6.4,12.0,6.5,119.0,6.5,286.0,6.6,28.0,,,9.0,2.0,6.7,9.0,6.5,17.0,6.3,71.0,6.8,249.0,6.2,179.0
tt0083931,7.9,1297,7.9,8.0,315,222,329,216,95,44,32,7,16,21,8.0,1.0,7.8,281.0,8.0,624.0,7.0,154.0,7.9,905.0,8.0,1.0,7.9,220.0,8.0,529.0,6.9,125.0,7.7,174.0,,,7.6,55.0,7.9,88.0,6.7,25.0,6.2,72.0,8.0,170.0,7.7,757.0
tt0083933,6.2,108,6.6,7.0,17,8,19,23,10,9,7,5,4,6,,,8.0,2.0,6.5,19.0,6.0,63.0,6.2,76.0,,,8.0,2.0,6.8,16.0,6.1,56.0,4.7,9.0,,,,,6.3,3.0,5.1,6.0,6.2,18.0,7.4,17.0,5.9,63.0
tt0083934,5.0,210,5.6,5.0,22,11,17,32,21,41,21,10,12,23,,,8.5,7.0,5.2,88.0,4.6,78.0,4.9,158.0,,,8.5,7.0,5.1,79.0,4.5,69.0,5.9,14.0,,,,,6.1,7.0,5.5,7.0,3.5,22.0,5.3,95.0,4.7,73.0
tt0083936,6.1,441,6.3,6.0,47,14,38,79,118,90,32,6,9,8,,,5.3,5.0,5.9,125.0,6.1,223.0,6.1,331.0,,,5.3,5.0,5.9,115.0,6.2,207.0,5.8,21.0,,,,,6.3,9.0,5.6,12.0,6.0,51.0,6.2,187.0,5.9,152.0
tt0083938,6.2,101,6.5,6.0,6,8,12,22,26,13,9,4,1,0,,,6.4,12.0,6.4,46.0,6.2,24.0,6.3,77.0,,,6.5,6.0,6.3,44.0,6.2,24.0,6.3,7.0,,,6.2,5.0,6.5,2.0,,,8.0,1.0,8.5,2.0,6.4,75.0
tt0083941,6.3,2764,6.7,7.0,351,215,392,582,503,318,167,95,53,88,,,5.7,68.0,6.0,569.0,6.3,1416.0,6.2,1967.0,,,6.1,51.0,6.0,529.0,6.3,1314.0,6.2,151.0,,,3.6,17.0,6.0,36.0,6.6,89.0,5.2,125.0,6.3,446.0,6.2,1484.0
tt0083942,6.6,241,6.8,7.0,20,11,40,82,43,27,6,6,1,5,,,6.6,33.0,6.7,100.0,6.4,78.0,6.5,186.0,,,6.6,25.0,6.6,85.0,6.3,72.0,6.9,26.0,,,6.6,8.0,7.0,13.0,7.3,5.0,5.9,43.0,6.7,46.0,6.5,157.0
tt0083943,6.0,24666,6.0,6.0,951,699,2194,5316,6964,4897,2000,867,438,340,8.0,1.0,5.8,778.0,5.8,7539.0,6.0,10293.0,5.9,18145.0,,,5.7,705.0,5.8,7146.0,6.0,9639.0,6.0,935.0,,,6.3,65.0,5.8,297.0,6.1,545.0,5.7,425.0,6.1,5949.0,5.8,11204.0
tt0083944,7.7,221509,7.7,8.0,28427,31289,74500,55245,19597,6590,2526,1201,780,1354,7.9,110.0,7.6,30694.0,7.7,106578.0,7.7,32188.0,7.7,166639.0,7.8,91.0,7.7,28654.0,7.7,100742.0,7.7,29532.0,7.2,8929.0,9.0,8.0,7.3,1616.0,7.1,4689.0,7.2,2182.0,7.5,761.0,7.7,37641.0,7.6,110850.0
tt0083946,8.1,30563,8.0,8.0,5604,6770,9504,4963,1921,730,330,202,141,398,8.2,12.0,8.2,4050.0,8.1,13365.0,8.0,6629.0,8.1,22216.0,8.4,11.0,8.2,3596.0,8.1,12157.0,8.0,5807.0,7.9,2255.0,7.0,1.0,8.0,407.0,7.9,1043.0,8.0,731.0,7.4,397.0,8.1,5789.0,8.0,16369.0
tt0083947,6.1,934,6.3,6.0,56,34,145,177,252,132,70,33,11,24,,,6.2,13.0,5.9,195.0,6.2,511.0,6.1,651.0,,,6.1,11.0,5.9,169.0,6.2,456.0,6.4,77.0,,,7.0,2.0,5.8,23.0,6.5,48.0,5.7,85.0,6.2,163.0,6.1,522.0
tt0083949,6.1,514,6.2,6.0,37,26,68,105,119,62,41,32,11,13,,,6.3,11.0,5.4,88.0,6.3,274.0,6.0,358.0,,,6.2,10.0,5.4,76.0,6.3,258.0,6.3,23.0,,,,,6.2,9.0,6.4,12.0,5.8,46.0,6.5,47.0,6.0,312.0
tt0083959,5.2,4143,5.3,5.0,189,107,238,527,816,907,639,360,208,152,3.0,3.0,5.4,250.0,5.2,1911.0,5.1,1206.0,5.2,3286.0,1.0,1.0,5.5,228.0,5.2,1791.0,5.1,1142.0,4.9,167.0,1.0,1.0,4.8,21.0,5.0,94.0,5.0,47.0,4.8,187.0,5.3,1279.0,5.1,1837.0
tt0083960,5.7,2692,5.9,6.0,272,103,216,339,535,582,307,148,100,90,,,5.8,134.0,5.7,1011.0,5.5,1011.0,5.6,2089.0,,,5.6,118.0,5.7,955.0,5.5,935.0,6.0,133.0,,,8.0,15.0,5.7,47.0,5.9,66.0,5.2,178.0,5.8,897.0,5.4,1072.0
tt0083962,5.6,173,5.9,6.0,20,11,14,23,26,33,16,10,11,9,,,5.9,5.0,5.6,48.0,5.7,74.0,5.8,109.0,,,4.0,3.0,5.7,39.0,5.9,66.0,5.5,17.0,,,6.5,2.0,5.2,9.0,4.5,6.0,5.8,24.0,5.5,61.0,5.7,60.0
tt0083965,5.0,226,4.7,4.5,25,4,15,13,25,31,30,25,12,46,,,3.9,8.0,4.8,61.0,5.5,111.0,4.7,114.0,,,4.5,7.0,4.6,47.0,4.8,59.0,6.3,65.0,,,1.0,1.0,5.8,14.0,6.9,50.0,4.6,20.0,5.4,93.0,4.8,81.0
tt0083967,7.4,6823,7.5,8.0,867,834,1768,1936,785,327,128,63,48,67,7.0,2.0,7.6,351.0,7.2,1714.0,7.4,3054.0,7.2,3826.0,7.0,2.0,7.5,201.0,7.1,1192.0,7.3,2324.0,7.6,1396.0,,,7.8,146.0,7.5,501.0,7.7,696.0,6.6,263.0,7.3,2158.0,7.3,2630.0
tt0083972,5.7,45951,5.9,6.0,3522,1679,3919,7214,10705,9260,4699,2621,1199,1133,6.1,36.0,5.7,6633.0,5.7,20420.0,5.6,6913.0,5.7,31366.0,5.9,33.0,5.7,5749.0,5.7,18166.0,5.6,6048.0,5.7,3781.0,7.0,1.0,5.7,778.0,5.8,2046.0,5.7,772.0,5.2,488.0,5.8,13696.0,5.6,16550.0
tt0083973,4.6,1144,4.7,5.0,52,10,36,92,168,226,227,154,91,88,6.0,1.0,4.8,104.0,4.6,473.0,4.4,334.0,4.5,815.0,,,4.7,80.0,4.6,420.0,4.4,294.0,5.0,107.0,6.0,1.0,5.0,20.0,5.2,46.0,5.0,35.0,3.8,87.0,4.8,408.0,4.4,438.0
tt0083976,5.2,1213,5.4,5.0,70,29,60,140,254,285,178,103,61,33,4.0,1.0,5.2,63.0,5.2,497.0,5.3,408.0,5.2,864.0,,,5.2,53.0,5.2,440.0,5.1,349.0,5.4,115.0,,,5.0,9.0,5.0,52.0,6.0,52.0,4.9,92.0,5.3,559.0,5.1,359.0
tt0083987,8.0,215222,8.0,8.0,37439,46691,69780,37100,12152,4676,1953,1174,883,3374,7.6,73.0,8.0,36650.0,8.0,85980.0,8.1,37628.0,8.0,142889.0,7.6,57.0,8.0,30694.0,8.0,74169.0,8.1,31353.0,8.0,23436.0,7.8,13.0,7.8,5574.0,8.0,10931.0,8.2,5731.0,7.7,681.0,8.1,38968.0,8.0,96635.0
tt0083996,6.2,6668,6.3,6.0,567,277,681,1396,1803,1042,404,246,142,110,7.2,4.0,6.5,903.0,6.2,3042.0,5.9,1210.0,6.2,4612.0,7.7,3.0,6.4,720.0,6.2,2630.0,5.9,1089.0,6.6,692.0,6.0,1.0,6.9,167.0,6.6,381.0,6.2,110.0,5.8,129.0,6.2,233.0,6.2,4373.0
tt0083998,5.5,133,5.7,6.0,17,3,6,18,26,25,13,7,9,9,,,4.5,9.0,6.1,60.0,4.3,25.0,5.4,90.0,,,3.9,6.0,5.9,55.0,4.2,22.0,6.2,9.0,,,10.0,1.0,8.2,5.0,4.5,2.0,2.8,5.0,5.4,5.0,5.3,79.0
tt0083999,4.2,231,4.5,4.0,24,7,12,13,21,19,33,32,32,38,,,8.0,1.0,4.4,61.0,3.8,108.0,4.2,165.0,,,8.0,1.0,4.5,56.0,3.8,103.0,4.1,9.0,,,,,3.4,5.0,5.8,4.0,2.9,17.0,10.0,6.0,4.0,158.0
tt0084001,4.7,124,4.8,5.0,5,1,2,10,28,28,23,10,9,8,,,4.0,5.0,4.8,54.0,4.3,33.0,4.6,92.0,,,2.5,2.0,4.8,54.0,4.2,31.0,6.0,2.0,,,7.0,1.0,,,5.0,1.0,3.5,6.0,4.0,3.0,4.6,82.0
tt0084003,6.2,122,7.0,7.0,32,15,9,9,21,16,7,3,6,4,,,6.0,4.0,5.8,46.0,6.4,47.0,5.9,75.0,,,5.5,2.0,5.7,35.0,6.2,38.0,6.5,21.0,,,6.5,2.0,6.0,10.0,7.2,9.0,5.7,7.0,5.4,7.0,6.0,82.0
tt0084010,4.3,185,4.5,4.0,14,3,8,8,12,30,46,26,15,23,,,3.3,7.0,4.0,55.0,4.2,84.0,4.0,135.0,,,3.1,5.0,4.0,49.0,4.1,76.0,4.6,12.0,,,3.5,2.0,4.4,5.0,5.3,5.0,3.6,27.0,4.1,67.0,4.0,73.0
tt0084012,6.3,198,7.6,8.0,40,37,47,28,17,12,5,4,0,8,,,7.5,14.0,6.7,62.0,5.2,108.0,5.9,89.0,,,7.8,4.0,6.5,32.0,4.9,50.0,7.4,98.0,,,8.0,10.0,7.5,30.0,6.8,58.0,3.7,13.0,8.0,20.0,6.0,163.0
tt0084018,5.9,1045,5.9,6.0,51,28,88,168,326,208,99,38,21,18,,,5.9,49.0,6.0,483.0,5.4,233.0,5.8,714.0,,,5.8,41.0,6.0,424.0,5.4,213.0,6.1,71.0,,,6.5,7.0,6.2,47.0,5.3,15.0,5.4,27.0,5.0,28.0,5.8,666.0
tt0084019,5.5,116,5.6,5.5,6,2,4,22,24,28,14,13,2,1,,,,,5.7,20.0,5.4,71.0,5.5,84.0,,,,,5.7,19.0,5.4,64.0,5.9,6.0,,,,,10.0,1.0,5.9,5.0,5.3,21.0,6.5,4.0,5.4,82.0
tt0084021,4.4,32178,4.9,4.0,3593,1061,1806,2514,3104,3996,4608,3894,3477,4125,5.7,10.0,4.3,3915.0,4.4,12926.0,4.2,7061.0,4.0,13751.0,6.2,4.0,3.9,1395.0,4.1,6938.0,4.0,4942.0,4.9,10855.0,6.2,4.0,4.7,2460.0,5.0,5847.0,5.1,2022.0,3.8,366.0,4.5,10043.0,4.2,11327.0
tt0084028,5.4,2370,5.6,6.0,165,62,187,366,486,433,271,185,116,99,5.0,3.0,5.5,164.0,5.3,1097.0,5.3,601.0,5.3,1755.0,2.0,1.0,5.4,141.0,5.3,1005.0,5.2,549.0,5.3,142.0,5.0,1.0,6.1,23.0,5.2,74.0,5.3,39.0,5.2,113.0,5.5,529.0,5.2,1187.0
tt0084033,5.1,148,5.2,5.0,6,4,10,12,26,51,12,8,6,13,5.5,2.0,5.2,7.0,5.1,26.0,5.1,79.0,5.0,99.0,6.0,1.0,5.0,5.0,5.0,22.0,5.1,68.0,5.4,16.0,5.0,1.0,5.5,2.0,5.5,4.0,5.1,9.0,5.3,55.0,4.8,47.0,5.4,61.0
tt0084034,5.3,539,5.4,5.0,17,17,28,66,122,144,80,32,18,15,5.5,2.0,5.6,24.0,5.3,207.0,5.1,180.0,5.3,398.0,5.0,1.0,5.5,20.0,5.4,194.0,5.1,172.0,5.0,24.0,6.0,1.0,5.3,3.0,4.7,12.0,5.1,7.0,5.0,44.0,5.2,19.0,5.2,371.0
tt0084036,4.7,798,5.0,5.0,70,20,39,68,102,141,135,91,60,72,,,5.4,37.0,4.7,361.0,4.3,229.0,4.6,622.0,,,5.6,32.0,4.7,347.0,4.3,217.0,4.7,24.0,,,3.8,5.0,5.0,9.0,5.1,9.0,4.2,56.0,4.8,141.0,4.5,453.0
tt0084042,7.3,916,7.4,7.0,132,102,206,306,71,34,15,14,8,28,8.0,1.0,7.6,257.0,7.4,300.0,6.2,187.0,7.3,598.0,,,7.5,208.0,7.4,257.0,5.8,111.0,7.2,162.0,,,7.6,44.0,7.2,42.0,6.9,75.0,4.0,27.0,6.8,108.0,7.1,467.0
tt0084044,7.2,489,7.4,8.0,84,62,107,123,51,24,14,2,8,14,,,6.7,65.0,7.5,271.0,4.7,37.0,7.1,361.0,,,6.6,62.0,7.5,250.0,4.6,32.0,7.2,32.0,,,8.3,3.0,7.4,19.0,5.1,5.0,4.6,20.0,7.0,32.0,7.1,299.0
tt0084045,7.3,526,7.6,8.0,130,69,124,105,33,16,5,9,9,26,,,7.5,90.0,7.4,186.0,6.1,67.0,7.2,303.0,,,7.5,72.0,7.4,153.0,6.1,60.0,7.8,58.0,,,7.9,17.0,7.8,29.0,6.0,7.0,4.4,21.0,6.6,18.0,7.3,286.0
tt0084048,7.0,224,7.6,8.0,55,33,44,45,14,12,2,3,3,13,,,6.5,8.0,6.9,32.0,6.8,137.0,6.9,168.0,,,6.5,8.0,6.8,28.0,6.8,126.0,6.9,12.0,,,,,8.0,3.0,6.8,9.0,3.8,22.0,7.4,86.0,6.3,84.0
tt0084049,5.7,2327,5.7,6.0,149,48,121,338,599,567,267,115,54,69,,,6.2,74.0,5.7,694.0,5.6,1043.0,5.6,1608.0,,,6.1,54.0,5.7,592.0,5.6,919.0,5.8,237.0,,,7.1,18.0,6.1,93.0,5.5,115.0,5.5,155.0,5.7,794.0,5.6,898.0
tt0084051,4.5,188,4.9,5.0,14,8,9,15,21,36,33,16,15,21,,,4.0,1.0,4.5,41.0,4.3,104.0,4.3,137.0,,,4.0,1.0,4.5,36.0,4.2,95.0,4.1,13.0,,,,,1.0,5.0,4.2,8.0,3.6,25.0,4.4,53.0,4.2,90.0
tt0084052,6.3,358,6.7,7.0,47,21,41,77,82,53,23,6,3,5,,,7.0,5.0,6.3,45.0,6.3,231.0,6.3,257.0,,,8.3,3.0,6.5,37.0,6.2,210.0,6.5,29.0,,,7.5,2.0,5.5,7.0,7.1,20.0,6.1,51.0,6.4,163.0,6.1,107.0
tt0084058,6.6,1530,6.7,7.0,105,97,245,461,315,159,72,37,16,23,8.0,1.0,6.3,34.0,6.5,321.0,6.6,786.0,6.5,947.0,8.0,1.0,6.4,23.0,6.5,251.0,6.6,651.0,6.7,205.0,,,6.2,11.0,6.7,65.0,6.7,124.0,6.2,132.0,6.6,336.0,6.5,764.0
tt0084059,6.4,335,6.4,7.0,29,9,55,77,67,52,24,7,3,12,5.5,2.0,6.5,8.0,6.3,85.0,6.3,158.0,6.4,233.0,6.0,1.0,6.2,6.0,6.4,76.0,6.4,143.0,6.0,24.0,5.0,1.0,8.5,2.0,5.5,7.0,6.3,14.0,6.0,46.0,6.3,54.0,6.3,190.0
tt0084060,6.4,244,6.9,7.0,68,10,37,27,32,19,19,15,4,13,,,6.5,27.0,6.7,120.0,5.3,46.0,5.9,126.0,,,6.4,15.0,6.4,69.0,5.0,38.0,7.1,74.0,,,6.6,12.0,7.4,50.0,6.4,8.0,4.6,25.0,6.4,71.0,6.2,99.0
tt0084070,6.3,810,6.5,6.5,105,37,122,141,182,94,47,24,20,38,6.5,2.0,6.4,109.0,6.4,304.0,5.9,177.0,6.2,546.0,3.0,1.0,6.3,85.0,6.4,275.0,5.9,162.0,6.3,62.0,10.0,1.0,6.4,22.0,6.0,29.0,5.9,10.0,5.8,55.0,6.3,290.0,6.1,261.0
tt0084071,6.5,117,7.1,7.0,27,8,20,22,13,13,5,3,2,4,,,,,7.5,18.0,6.0,66.0,6.4,82.0,,,,,7.5,18.0,6.1,63.0,6.8,4.0,,,,,,,6.3,3.0,4.3,16.0,6.3,27.0,6.3,59.0
tt0084079,6.8,189,6.8,7.0,6,8,32,80,41,11,9,2,0,0,,,6.8,4.0,6.7,67.0,6.9,75.0,6.8,134.0,,,6.7,3.0,6.7,60.0,6.9,69.0,6.6,12.0,,,7.0,1.0,6.5,6.0,6.8,4.0,7.4,8.0,7.0,6.0,6.8,129.0
tt0084083,6.2,116,6.6,7.0,18,13,16,17,14,15,7,4,5,7,,,6.4,11.0,6.1,42.0,6.2,45.0,6.1,93.0,,,6.4,11.0,6.1,37.0,6.1,43.0,9.8,5.0,,,,,9.3,3.0,10.0,2.0,5.5,13.0,4.5,8.0,6.3,85.0
tt0084084,3.3,326,3.7,3.0,19,3,9,7,20,41,40,66,48,73,,,1.6,16.0,3.2,77.0,3.5,157.0,3.3,232.0,,,1.8,10.0,3.2,71.0,3.5,147.0,2.6,19.0,,,1.4,6.0,4.0,6.0,3.2,7.0,3.2,43.0,4.0,98.0,2.8,142.0
tt0084085,6.9,836,7.0,7.0,114,130,143,155,117,69,39,24,18,27,6.0,1.0,6.8,43.0,6.9,240.0,7.0,358.0,6.9,553.0,6.0,1.0,6.8,24.0,6.8,191.0,7.0,325.0,7.0,93.0,,,7.0,18.0,6.8,44.0,7.3,29.0,6.0,48.0,6.7,122.0,7.0,486.0
tt0084088,6.6,7839,6.6,7.0,512,398,1257,2168,1943,879,353,152,75,102,9.0,1.0,7.0,430.0,6.7,2586.0,6.4,3100.0,6.6,5691.0,9.0,1.0,7.0,373.0,6.7,2352.0,6.4,2779.0,6.9,567.0,,,7.2,51.0,6.9,211.0,6.8,294.0,6.3,283.0,6.4,1857.0,6.7,3848.0
tt0084089,6.5,220,6.5,7.0,19,11,32,58,45,22,19,4,2,8,,,6.6,6.0,6.7,61.0,6.4,116.0,6.5,153.0,,,6.5,2.0,6.6,55.0,6.5,92.0,6.4,31.0,,,9.0,4.0,7.0,6.0,6.1,21.0,5.6,18.0,4.5,2.0,6.5,168.0
tt0084090,3.9,2816,3.9,4.0,119,27,85,140,247,372,458,492,384,492,4.0,2.0,3.8,118.0,3.9,1164.0,4.0,976.0,3.9,2065.0,,,3.9,98.0,3.8,1038.0,4.0,887.0,4.0,204.0,5.0,1.0,3.2,17.0,4.3,109.0,3.9,73.0,3.6,157.0,4.1,719.0,3.9,1409.0
tt0084091,6.8,273,7.4,8.0,70,29,56,52,28,7,3,5,3,20,,,7.0,19.0,7.4,117.0,5.5,70.0,6.7,184.0,,,7.2,16.0,7.3,101.0,5.5,62.0,7.2,25.0,,,4.7,3.0,7.6,14.0,5.9,8.0,2.2,16.0,6.9,28.0,6.9,159.0
tt0084096,4.5,1025,4.6,4.0,42,6,31,96,133,200,217,142,96,62,7.0,1.0,4.6,32.0,4.5,354.0,4.5,457.0,4.5,752.0,,,4.6,28.0,4.5,307.0,4.5,403.0,4.6,93.0,7.0,1.0,2.5,2.0,4.3,45.0,4.7,43.0,4.0,98.0,4.6,456.0,4.4,344.0
tt0084099,5.9,618,6.3,6.5,111,37,64,97,103,58,45,34,29,40,,,6.8,43.0,5.7,238.0,5.7,184.0,5.8,438.0,,,6.9,36.0,5.6,219.0,5.8,169.0,6.6,37.0,,,6.8,6.0,6.4,15.0,5.7,13.0,5.3,40.0,6.2,224.0,5.5,208.0
tt0084104,5.1,287,5.0,5.0,15,8,13,21,49,72,49,22,21,17,,,5.8,4.0,5.4,98.0,5.0,108.0,5.2,203.0,,,5.8,4.0,5.5,89.0,5.0,103.0,4.2,12.0,,,,,3.7,8.0,4.2,4.0,4.4,30.0,5.2,43.0,5.3,156.0
tt0084105,7.3,517,7.5,8.0,70,76,138,127,55,18,10,1,3,19,,,7.0,26.0,7.4,251.0,6.4,122.0,7.3,387.0,,,7.0,24.0,7.5,242.0,6.5,115.0,4.9,15.0,,,10.0,2.0,4.7,7.0,5.0,6.0,4.6,33.0,7.6,67.0,7.1,315.0
tt0084109,6.2,870,6.3,6.0,64,34,97,178,243,150,56,18,10,20,6.0,1.0,6.1,21.0,6.3,170.0,6.2,501.0,6.2,590.0,6.0,1.0,5.7,10.0,6.4,129.0,6.2,428.0,6.2,121.0,,,6.8,11.0,5.9,39.0,6.3,69.0,5.9,92.0,6.2,464.0,6.2,215.0
tt0084111,6.3,454,6.5,6.0,44,24,55,96,118,65,18,10,9,15,6.0,1.0,5.5,6.0,6.1,70.0,6.4,273.0,6.3,273.0,6.0,1.0,6.5,4.0,6.0,53.0,6.4,208.0,6.5,82.0,,,8.0,2.0,6.8,16.0,6.4,61.0,5.8,51.0,6.3,247.0,6.5,93.0
tt0084112,6.0,1412,6.0,6.0,88,58,145,244,361,235,142,53,47,39,,,5.8,33.0,5.8,322.0,6.0,719.0,5.9,1018.0,,,5.8,31.0,5.8,294.0,6.0,667.0,6.5,74.0,,,3.0,2.0,6.4,25.0,6.5,45.0,5.4,121.0,5.9,399.0,5.9,630.0
tt0084115,7.7,442,7.9,8.0,134,67,94,60,44,13,7,1,2,20,,,8.0,54.0,7.8,180.0,6.7,118.0,7.5,312.0,,,7.8,41.0,7.7,157.0,6.5,103.0,8.8,55.0,,,8.6,13.0,8.7,23.0,8.6,15.0,3.1,16.0,7.5,17.0,7.5,282.0
tt0084116,6.7,2572,6.9,7.0,240,205,464,693,481,242,116,55,47,29,,,6.9,245.0,6.6,1068.0,6.8,766.0,6.7,1864.0,,,7.0,194.0,6.6,935.0,6.8,700.0,6.8,232.0,,,6.7,50.0,6.7,123.0,7.3,52.0,6.4,124.0,6.8,395.0,6.7,1535.0
tt0084117,6.8,761,7.3,8.0,150,74,163,146,93,57,34,16,7,21,,,8.2,7.0,5.6,31.0,6.8,468.0,6.5,371.0,,,8.5,4.0,5.5,22.0,6.6,337.0,7.3,146.0,,,9.0,3.0,5.6,9.0,7.4,128.0,5.8,36.0,6.8,410.0,5.7,65.0
tt0084121,2.7,235,3.2,2.0,13,0,5,7,12,13,23,41,65,56,,,1.9,15.0,2.9,97.0,2.3,60.0,2.6,168.0,,,1.9,14.0,2.9,92.0,2.3,57.0,1.9,8.0,,,1.0,1.0,2.0,4.0,3.0,3.0,2.4,14.0,3.4,9.0,2.6,160.0
tt0084123,6.3,117,6.9,7.0,14,10,17,20,35,16,1,1,0,3,6.0,2.0,6.4,9.0,6.3,24.0,6.1,59.0,6.2,77.0,6.0,1.0,6.4,7.0,6.5,19.0,6.0,50.0,6.3,15.0,6.0,1.0,6.5,2.0,5.7,5.0,7.0,7.0,5.8,45.0,6.3,18.0,6.2,73.0
tt0084131,6.4,1057,6.4,6.0,43,36,111,320,351,110,50,15,7,14,,,6.3,58.0,6.4,438.0,6.1,270.0,6.4,707.0,,,6.3,48.0,6.4,371.0,6.2,246.0,6.1,77.0,,,5.4,7.0,6.4,54.0,5.0,13.0,6.7,15.0,5.6,22.0,6.4,642.0
tt0084132,2.5,641,3.3,2.0,62,12,16,16,19,37,38,82,91,268,2.0,1.0,1.7,43.0,2.5,194.0,2.8,249.0,2.6,443.0,,,1.6,34.0,2.5,176.0,2.8,225.0,2.5,43.0,,,2.1,8.0,3.1,16.0,2.3,19.0,2.9,62.0,2.6,251.0,2.5,216.0
tt0084136,7.1,676,7.1,7.0,81,66,134,208,93,32,18,13,13,18,8.0,2.0,7.6,51.0,7.3,192.0,6.7,267.0,7.0,476.0,8.0,2.0,7.5,44.0,7.3,171.0,6.7,247.0,7.5,42.0,,,8.3,7.0,7.7,19.0,5.8,16.0,6.4,64.0,7.1,75.0,7.1,414.0
tt0084139,4.7,119,4.9,5.0,11,2,5,5,16,27,21,15,3,14,,,6.2,4.0,4.9,37.0,4.5,52.0,4.7,92.0,,,6.2,4.0,4.9,36.0,4.5,49.0,4.3,3.0,,,,,5.0,1.0,4.0,2.0,4.1,17.0,4.9,18.0,4.7,73.0
tt0084141,7.2,259,7.2,7.0,30,31,58,71,34,10,7,5,2,11,,,6.9,20.0,7.2,127.0,7.2,75.0,7.2,187.0,,,7.3,13.0,7.3,105.0,7.1,66.0,6.7,38.0,,,2.4,7.0,6.2,21.0,8.5,9.0,7.1,9.0,7.4,27.0,7.3,177.0
tt0084146,6.9,132,6.6,7.0,17,12,22,29,19,8,11,3,2,9,,,7.1,6.0,6.1,32.0,7.5,64.0,7.0,90.0,,,7.1,6.0,6.2,26.0,7.4,58.0,9.1,9.0,,,,,4.8,4.0,9.0,5.0,7.9,19.0,6.0,9.0,7.2,87.0
tt0084149,6.4,123,6.7,7.0,21,5,21,26,22,11,2,3,8,4,,,5.2,4.0,7.0,20.0,6.2,59.0,6.3,80.0,,,6.7,3.0,6.7,18.0,6.1,55.0,8.6,7.0,,,1.0,1.0,8.5,2.0,9.2,4.0,6.3,16.0,6.1,32.0,6.4,46.0
tt0084150,6.8,369,7.0,7.0,26,20,76,123,84,24,7,1,4,4,,,7.2,18.0,7.0,118.0,6.5,125.0,6.7,242.0,,,7.6,7.0,6.9,102.0,6.4,116.0,7.1,34.0,,,6.8,9.0,7.4,15.0,6.7,8.0,5.5,17.0,8.2,10.0,6.7,226.0
